Timestamp,1. Paese,2. Genere,3. Anno di studio,4. Quanto ti ritieni di sapere sull’Intelligenza Artificiale?,"2.1 Con quale frequenza utilizzi attualmente strumenti di IA generativa (es. ChatGPT, Claude, Gemini, Midjourney)?",2.2 Quali sono i principali utilizzi che fai dell’IA? (Seleziona fino a 3 opzioni),"2.2.1 Quando generi testi o contenuti con l’IA, cosa fai tipicamente dopo aver ottenuto il risultato?",2.2.2 Come valuti di solito la qualità del prodotto generato dall’IA rispetto a ciò che avresti potuto fare da solo/a?,"2.2.3 In generale, in che modo l’utilizzo dell’IA influisce sul tempo e sullo sforzo richiesti per i tuoi compiti?","2.2.4  Quanto tempo e sforzo dedichi solitamente all’interazione con l’IA (es. riscrivere prompt, richiedere aggiustamenti) per ottenere un risultato soddisfacente?",2.3 Quanto ti senti sicuro/a nella tua capacità di distinguere un testo o un’immagine creata da un essere umano da uno generato dall’IA?,"2.3.1 Quando uno strumento di IA ti fornisce informazioni storiche o scientifiche nuove, cosa fai di solito?","2.3.2 Hai mai notato che uno strumento di IA inventi completamente una fonte, un fatto o un nome che sembra estremamente convincente ma è in realtà falso?",2.3.3 Hai mai notato che le immagini o i testi generati dall’IA tendono a riflettere stereotipi culturali o di genere (es. ritrarre i medici prevalentemente come uomini e gli infermieri come donne)?,"2.4 Quando pensi all’integrazione dell’IA nella scuola e nell’istruzione, quali dei seguenti sentimenti prevalgono? (Seleziona fino a 3 opzioni)
",DS1.1 Quando viene rilasciata una nuova tecnologia digitale:,DS1.2 Con quale frequenza utilizzi strumenti di IA generativa specificamente per attività scolastiche o lavorative? ,DS1.3 Vedi l’IA principalmente come:,DS1.5 I miei insegnanti forniscono linee guida chiare e supporto su come utilizzare l’IA nel mio percorso educativo. ,"DS2 Indica il tuo livello di accordo con le seguenti affermazioni riguardanti il funzionamento dell’Intelligenza Artificiale. [Gli strumenti di IA ""comprendono"" davvero il significato del testo che generano.]","DS2 Indica il tuo livello di accordo con le seguenti affermazioni riguardanti il funzionamento dell’Intelligenza Artificiale. [Le informazioni fornite dall’IA sono generalmente neutrali, obiettive e prive di bias.]",DS2 Indica il tuo livello di accordo con le seguenti affermazioni riguardanti il funzionamento dell’Intelligenza Artificiale. [Penso che l’IA sia più intelligente e capace degli esseri umani.],DS2 Indica il tuo livello di accordo con le seguenti affermazioni riguardanti il funzionamento dell’Intelligenza Artificiale. [Di solito mi fido dell’accuratezza fattuale delle risposte generate dall’IA senza sentire il bisogno di verificare altre fonti.],DS2 Indica il tuo livello di accordo con le seguenti affermazioni riguardanti il funzionamento dell’Intelligenza Artificiale. [Capisco chiaramente come un assistente GenAI genera le sue risposte],DS2 Indica il tuo livello di accordo con le seguenti affermazioni riguardanti il funzionamento dell’Intelligenza Artificiale. [Il modo in cui richiedo qualcosa all’IA non ha alcun impatto sulla qualità del risultato prodotto],DS3 Quanto sei preoccupato/a per le seguenti potenziali conseguenze dell’utilizzo dell’IA nell’istruzione? [Gli insegnanti mi accuseranno ingiustamente di utilizzare l’IA per i miei compiti anche quando non lo faccio.],DS3 Quanto sei preoccupato/a per le seguenti potenziali conseguenze dell’utilizzo dell’IA nell’istruzione? [Usare l’IA per i miei compiti mi farà perdere la capacità di pensare criticamente e imparare in modo autonomo.],"DS3 Quanto sei preoccupato/a per le seguenti potenziali conseguenze dell’utilizzo dell’IA nell’istruzione? [La difficoltà di distinguere tra contenuti creati da esseri umani e contenuti generati dall’IA (es. fake news, deepfake).]","DS3 Quanto sei preoccupato/a per le seguenti potenziali conseguenze dell’utilizzo dell’IA nell’istruzione? [Gli strumenti di IA potrebbero rafforzare i bias sociali e le discriminazioni esistenti (es. stereotipi di genere, razza, culturali).]",DS3 Quanto sei preoccupato/a per le seguenti potenziali conseguenze dell’utilizzo dell’IA nell’istruzione? [L’accesso disuguale agli strumenti di IA premium (a pagamento) creerà vantaggi ingiusti tra gli studenti.],DS3.8 Temo che affidarsi all’IA per produrre lavori di alta qualità mi faccia sentire meno capace o intelligente quando devo completare compiti simili da solo/a.,"DS4 Indica il tuo livello di accordo con le seguenti affermazioni riguardanti le tue aspettative sull’Intelligenza Artificiale.  [Mi aspetto che l’IA acceleri significativamente i miei compiti quotidiani di studio/lavoro, rendendomi più efficiente.]",DS4 Indica il tuo livello di accordo con le seguenti affermazioni riguardanti le tue aspettative sull’Intelligenza Artificiale.  [Credo che l’IA possa adattare perfettamente i materiali didattici al ritmo e allo stile di apprendimento individuale di ogni persona.],DS4 Indica il tuo livello di accordo con le seguenti affermazioni riguardanti le tue aspettative sull’Intelligenza Artificiale.  [Mi aspetto che l’IA renda l’apprendimento più accessibile e inclusivo per gli studenti con diverse esigenze cognitive o barriere linguistiche.],"DS4 Indica il tuo livello di accordo con le seguenti affermazioni riguardanti le tue aspettative sull’Intelligenza Artificiale.  [Vedo l’IA come un tutor non giudicante disponibile 24 ore su 24, 7 giorni su 7, per rispondere alle mie domande senza farmi sentire inadeguato/a.]",DS4 Indica il tuo livello di accordo con le seguenti affermazioni riguardanti le tue aspettative sull’Intelligenza Artificiale.  [Mi aspetto che l’IA fornisca una guida migliore per le mie future scelte universitarie o di carriera rispetto alla consulenza scolastica tradizionale.]
31/03/2026 08:31:44,Italia,Donna,3° anno,3 - Intermedio/a: Uso occasionalmente alcuni strumenti di IA per compiti semplici e ne comprendo le funzioni di base.,Qualche volta a settimana,"Fare brainstorming e trovare ispirazione, Riassumere documenti o articoli lunghi, Scrivere/abbozzare testi (email, saggi, relazioni), Risolvere problemi matematici/logici o programmare",Esamino l’output generato dall’IA per identificare potenziali errori e rifinire il testo ove necessario.,L’IA e io avremmo prodotto un risultato simile.,"Arricchisce il mio lavoro (mi dà idee che non avrei avuto), ma richiede più o meno lo stesso tempo.",Una quantità moderata di tempo (chiedo qualche aggiustamento o perfezionamento).,Abbastanza sicuro/a,Mi fido completamente e le uso così come sono.,"No, mai.",Non ho mai prestato attenzione a questo aspetto.,"Curiosità, Scetticismo, Entusiasmo",La provi dopo aver sentito cose positive da amici o colleghi.,Qualche volta a settimana,Un tutor/mentore personale (per spiegare concetti e aiutarmi ad apprendere).,Sono d’accordo,Abbastanza d'accordo,Abbastanza d'accordo,Abbastanza in disaccordo,Completamente d'accordo,Completamente in disaccordo,Abbastanza in disaccordo,Molto preoccupato/a,Estremamente preoccupato/a,Molto preoccupato/a,Moderatamente preoccupato/a,Leggermente preoccupato/a,Sono pienamente d’accordo,Abbastanza d'accordo,Abbastanza d'accordo,Abbastanza in disaccordo,Abbastanza d'accordo,Abbastanza in disaccordo
31/03/2026 08:30:43,Italia,Donna,3° anno,3 - Intermedio/a: Uso occasionalmente alcuni strumenti di IA per compiti semplici e ne comprendo le funzioni di base.,Qualche volta a settimana,"Fare brainstorming e trovare ispirazione, Riassumere documenti o articoli lunghi, Scrivere/abbozzare testi (email, saggi, relazioni)",Esamino l’output generato dall’IA per identificare potenziali errori e rifinire il testo ove necessario.,L’IA e io avremmo prodotto un risultato simile.,È un enorme risparmio di tempo.,Una quantità moderata di tempo (chiedo qualche aggiustamento o perfezionamento).,Abbastanza sicuro/a,"Faccio una ricerca rapida (es. Google, Wikipedia) per verificarle.",Non sapevo che l’IA potesse farlo.,Non ho mai prestato attenzione a questo aspetto.,"Ansia, Paura, Scetticismo",Aspetti che diventi diffusa e che la maggior parte delle persone la utilizzi.,Qualche volta a settimana,Un assistente/collaboratore creativo (per fare brainstorming e co-creare).,Sono d’accordo,Abbastanza d'accordo,Abbastanza in disaccordo,Abbastanza in disaccordo,Completamente in disaccordo,Abbastanza in disaccordo,Completamente in disaccordo,Molto preoccupato/a,Estremamente preoccupato/a,Estremamente preoccupato/a,Molto preoccupato/a,Molto preoccupato/a,Sono pienamente d’accordo,Completamente in disaccordo,Completamente d'accordo,Completamente d'accordo,Completamente d'accordo,Abbastanza d'accordo
31/03/2026 08:30:18,Italia,Donna,3° anno,3 - Intermedio/a: Uso occasionalmente alcuni strumenti di IA per compiti semplici e ne comprendo le funzioni di base.,Qualche volta a settimana,"Riassumere documenti o articoli lunghi, Scrivere/abbozzare testi (email, saggi, relazioni), Aiuto con i compiti / Pianificazione delle lezioni","Lo leggo per verificare eventuali errori gravi, ma lo mantengo per lo più invariato.","Il mio lavoro originale sarebbe stato migliore, ma l’IA è stata più veloce.",È un enorme risparmio di tempo.,"Una quantità significativa di tempo (mi impegno in lunghe conversazioni, facendo diverse revisioni finché l’output è perfetto).",Abbastanza sicuro/a,Chiedo all’IA stessa se è sicura della risposta.,"Sì, occasionalmente.",Non ho mai prestato attenzione a questo aspetto.,"Curiosità, Paura, Entusiasmo",La provi dopo aver sentito cose positive da amici o colleghi.,Qualche volta a settimana,Una scorciatoia (per fare il lavoro pesante o svolgere i miei compiti al posto mio).,Non sono assolutamente d’accordo,Abbastanza d'accordo,Abbastanza d'accordo,Completamente in disaccordo,Completamente d'accordo,Abbastanza in disaccordo,Abbastanza in disaccordo,Moderatamente preoccupato/a,Leggermente preoccupato/a,Leggermente preoccupato/a,Leggermente preoccupato/a,Leggermente preoccupato/a,Non sono d'accordo,Abbastanza d'accordo,Abbastanza d'accordo,Completamente d'accordo,Completamente d'accordo,Abbastanza in disaccordo
31/03/2026 08:29:56,Italia,Uomo,3° anno,3 - Intermedio/a: Uso occasionalmente alcuni strumenti di IA per compiti semplici e ne comprendo le funzioni di base.,Qualche volta a settimana,"Tradurre testi o imparare una lingua, Risolvere problemi matematici/logici o programmare, Generare immagini o presentazioni",Lo uso come bozza o ispirazione e lo riscrivo in modo significativo.,L’IA e io avremmo prodotto un risultato simile.,È un enorme risparmio di tempo.,Una quantità moderata di tempo (chiedo qualche aggiustamento o perfezionamento).,Abbastanza sicuro/a,Mi fido completamente e le uso così come sono.,Non sapevo che l’IA potesse farlo.,"Sì, occasionalmente.","Curiosità, Speranza, Entusiasmo",La provi dopo aver sentito cose positive da amici o colleghi.,Ogni giorno,Un motore di ricerca intelligente (per trovare informazioni in modo rapido e preciso).,Sono d’accordo,Completamente d'accordo,Abbastanza d'accordo,Completamente d'accordo,Abbastanza d'accordo,Abbastanza in disaccordo,Abbastanza d'accordo,Per niente preoccupato/a,Per niente preoccupato/a,Molto preoccupato/a,Molto preoccupato/a,Estremamente preoccupato/a,Non sono d'accordo,Completamente d'accordo,Abbastanza d'accordo,Abbastanza in disaccordo,Completamente d'accordo,Completamente d'accordo
31/03/2026 08:29:08,Italia,Donna,3° anno,"2 - Novizio/a: Conosco i concetti base e ho visto strumenti di IA, ma non li utilizzo personalmente o li utilizzo solo raramente.",Qualche volta al mese,Riassumere documenti o articoli lunghi,Lo uso come bozza o ispirazione e lo riscrivo in modo significativo.,"Il mio lavoro originale sarebbe stato migliore, ma l’IA è stata più veloce.","Arricchisce il mio lavoro (mi dà idee che non avrei avuto), ma richiede più o meno lo stesso tempo.",Una quantità moderata di tempo (chiedo qualche aggiustamento o perfezionamento).,Molto sicuro/a,"Faccio una ricerca rapida (es. Google, Wikipedia) per verificarle.","Sì, frequentemente.",Non ho mai prestato attenzione a questo aspetto.,"Curiosità, Paura, Scetticismo",La usi solo se è strettamente necessaria per la scuola.,Qualche volta al mese,Un motore di ricerca intelligente (per trovare informazioni in modo rapido e preciso).,Sono d’accordo,Abbastanza d'accordo,Abbastanza d'accordo,Completamente in disaccordo,Abbastanza d'accordo,Abbastanza d'accordo,Abbastanza in disaccordo,Per niente preoccupato/a,Molto preoccupato/a,Moderatamente preoccupato/a,Leggermente preoccupato/a,Moderatamente preoccupato/a,Sono d'accordo,Completamente in disaccordo,Abbastanza d'accordo,Abbastanza d'accordo,Abbastanza d'accordo,Completamente in disaccordo
31/03/2026 08:28:29,Italia,Donna,3° anno,3 - Intermedio/a: Uso occasionalmente alcuni strumenti di IA per compiti semplici e ne comprendo le funzioni di base.,Ogni giorno,Riassumere documenti o articoli lunghi,"Lo leggo per verificare eventuali errori gravi, ma lo mantengo per lo più invariato.",L’IA ha prodotto un risultato molto migliore di quanto avrei potuto fare io.,"Arricchisce il mio lavoro (mi dà idee che non avrei avuto), ma richiede più o meno lo stesso tempo.",Una quantità moderata di tempo (chiedo qualche aggiustamento o perfezionamento).,Abbastanza sicuro/a,Chiedo all’IA stessa se è sicura della risposta.,"No, mai.",Non ho mai prestato attenzione a questo aspetto.,"Curiosità, Paura, Entusiasmo",Aspetti che diventi diffusa e che la maggior parte delle persone la utilizzi.,Ogni giorno,Un motore di ricerca intelligente (per trovare informazioni in modo rapido e preciso).,Sono pienamente d’accordo,Abbastanza d'accordo,Abbastanza d'accordo,Abbastanza d'accordo,Abbastanza d'accordo,Abbastanza in disaccordo,Abbastanza d'accordo,Molto preoccupato/a,Leggermente preoccupato/a,Moderatamente preoccupato/a,Estremamente preoccupato/a,Moderatamente preoccupato/a,Non sono d'accordo,Abbastanza d'accordo,Abbastanza d'accordo,Abbastanza d'accordo,Abbastanza d'accordo,Abbastanza d'accordo
31/03/2026 08:27:48,Italia,Uomo,3° anno,"4 - Avanzato/a: Uso regolarmente strumenti di IA per vari compiti e ho una buona comprensione delle loro capacità, limiti e potenziali bias.",Ogni giorno,"Tradurre testi o imparare una lingua, Riassumere documenti o articoli lunghi, Scrivere/abbozzare testi (email, saggi, relazioni), Risolvere problemi matematici/logici o programmare, Aiuto con i compiti / Pianificazione delle lezioni","Lo leggo per verificare eventuali errori gravi, ma lo mantengo per lo più invariato.",L’IA ha prodotto un risultato molto migliore di quanto avrei potuto fare io.,"Arricchisce il mio lavoro (mi dà idee che non avrei avuto), ma richiede più o meno lo stesso tempo.","Una quantità significativa di tempo (mi impegno in lunghe conversazioni, facendo diverse revisioni finché l’output è perfetto).",Abbastanza sicuro/a,Mi fido completamente e le uso così come sono.,"Sì, occasionalmente.",Non ho mai prestato attenzione a questo aspetto.,"Curiosità, Speranza, Entusiasmo",La provi dopo aver sentito cose positive da amici o colleghi.,Ogni giorno,Un tutor/mentore personale (per spiegare concetti e aiutarmi ad apprendere).,Sono d’accordo,Abbastanza d'accordo,Abbastanza d'accordo,Abbastanza d'accordo,Abbastanza d'accordo,Abbastanza d'accordo,Completamente in disaccordo,Moderatamente preoccupato/a,Moderatamente preoccupato/a,Estremamente preoccupato/a,Leggermente preoccupato/a,Per niente preoccupato/a,Non sono d'accordo,Completamente d'accordo,Completamente d'accordo,Completamente d'accordo,Completamente d'accordo,Abbastanza in disaccordo
31/03/2026 07:13:39,Italia,Donna,1° anno,"2 - Novizio/a: Conosco i concetti base e ho visto strumenti di IA, ma non li utilizzo personalmente o li utilizzo solo raramente.",Raramente,"Tradurre testi o imparare una lingua, Scrivere/abbozzare testi (email, saggi, relazioni)","Lo leggo per verificare eventuali errori gravi, ma lo mantengo per lo più invariato.","Il mio lavoro originale sarebbe stato migliore, ma l’IA è stata più veloce.",Non ha un impatto significativo sul mio tempo o sullo sforzo.,Una quantità moderata di tempo (chiedo qualche aggiustamento o perfezionamento).,Abbastanza sicuro/a,"Faccio una ricerca rapida (es. Google, Wikipedia) per verificarle.","Sì, frequentemente.","Sì, occasionalmente.","Paura, Scetticismo",Aspetti che diventi diffusa e che la maggior parte delle persone la utilizzi.,Raramente,Un tutor/mentore personale (per spiegare concetti e aiutarmi ad apprendere).,Non sono d’accordo,Abbastanza d'accordo,Completamente in disaccordo,Completamente in disaccordo,Abbastanza in disaccordo,Abbastanza d'accordo,Completamente in disaccordo,Leggermente preoccupato/a,Molto preoccupato/a,Leggermente preoccupato/a,Estremamente preoccupato/a,Estremamente preoccupato/a,Sono d'accordo,Abbastanza in disaccordo,Abbastanza in disaccordo,Abbastanza d'accordo,Abbastanza in disaccordo,Completamente in disaccordo
30/03/2026 19:00:32,Italia,Uomo,1° anno,3 - Intermedio/a: Uso occasionalmente alcuni strumenti di IA per compiti semplici e ne comprendo le funzioni di base.,Qualche volta a settimana,"Tradurre testi o imparare una lingua, Scrivere/abbozzare testi (email, saggi, relazioni), Risolvere problemi matematici/logici o programmare",Lo copio e incollo direttamente senza leggerlo attentamente.,L’IA ha prodotto un risultato molto migliore di quanto avrei potuto fare io.,È un enorme risparmio di tempo.,Pochissimo tempo (di solito accetto la prima risposta che fornisce).,Molto sicuro/a,"Faccio una ricerca rapida (es. Google, Wikipedia) per verificarle.","Sì, occasionalmente.",Non ho mai prestato attenzione a questo aspetto.,"Scetticismo, Pigrezza",La usi solo se è strettamente necessaria per la scuola.,Qualche volta a settimana,Una scorciatoia (per fare il lavoro pesante o svolgere i miei compiti al posto mio).,Non sono d’accordo,Abbastanza in disaccordo,Completamente d'accordo,Completamente d'accordo,Completamente d'accordo,Completamente in disaccordo,Abbastanza d'accordo,Moderatamente preoccupato/a,Estremamente preoccupato/a,Moderatamente preoccupato/a,Estremamente preoccupato/a,Per niente preoccupato/a,Sono d'accordo,Abbastanza d'accordo,Abbastanza in disaccordo,Abbastanza d'accordo,Completamente d'accordo,Completamente in disaccordo
30/03/2026 12:32:39,Italia,Donna,2° anno,"4 - Avanzato/a: Uso regolarmente strumenti di IA per vari compiti e ho una buona comprensione delle loro capacità, limiti e potenziali bias.",Qualche volta a settimana,"Tradurre testi o imparare una lingua, Riassumere documenti o articoli lunghi, Aiuto con i compiti / Pianificazione delle lezioni",Esamino l’output generato dall’IA per identificare potenziali errori e rifinire il testo ove necessario.,L’IA e io avremmo prodotto un risultato simile.,"Arricchisce il mio lavoro (mi dà idee che non avrei avuto), ma richiede più o meno lo stesso tempo.",Una quantità moderata di tempo (chiedo qualche aggiustamento o perfezionamento).,Abbastanza sicuro/a,Chiedo all’IA stessa se è sicura della risposta.,"Sì, occasionalmente.","No, mai.","Curiosità, Entusiasmo, Diffidenza",Aspetti che diventi diffusa e che la maggior parte delle persone la utilizzi.,Qualche volta a settimana,Un assistente/collaboratore creativo (per fare brainstorming e co-creare).,Sono d’accordo,Abbastanza d'accordo,Abbastanza in disaccordo,Abbastanza in disaccordo,Completamente d'accordo,Abbastanza in disaccordo,Completamente in disaccordo,Per niente preoccupato/a,Moderatamente preoccupato/a,Estremamente preoccupato/a,Leggermente preoccupato/a,Moderatamente preoccupato/a,Sono d'accordo,Abbastanza in disaccordo,Completamente in disaccordo,Abbastanza in disaccordo,Completamente d'accordo,Abbastanza in disaccordo
30/03/2026 12:28:41,Italia,Donna,2° anno,3 - Intermedio/a: Uso occasionalmente alcuni strumenti di IA per compiti semplici e ne comprendo le funzioni di base.,Qualche volta a settimana,aiuto con i compiti e idee per progetti ,Esamino l’output generato dall’IA per identificare potenziali errori e rifinire il testo ove necessario.,L’IA ha prodotto un risultato molto migliore di quanto avrei potuto fare io.,È un enorme risparmio di tempo.,"Una quantità significativa di tempo (mi impegno in lunghe conversazioni, facendo diverse revisioni finché l’output è perfetto).",Molto sicuro/a,"Faccio una ricerca rapida (es. Google, Wikipedia) per verificarle.","Sì, occasionalmente.","Sì, frequentemente.","Curiosità, Entusiasmo",La provi dopo aver sentito cose positive da amici o colleghi.,Qualche volta a settimana,Un motore di ricerca intelligente (per trovare informazioni in modo rapido e preciso).,Non sono d’accordo,Abbastanza d'accordo,Abbastanza in disaccordo,Completamente in disaccordo,Abbastanza d'accordo,Abbastanza in disaccordo,Abbastanza d'accordo,Leggermente preoccupato/a,Estremamente preoccupato/a,Estremamente preoccupato/a,Estremamente preoccupato/a,Moderatamente preoccupato/a,Sono pienamente d’accordo,Completamente d'accordo,Abbastanza in disaccordo,Completamente d'accordo,Abbastanza d'accordo,Abbastanza d'accordo
30/03/2026 12:28:20,Italia,Donna,2° anno,3 - Intermedio/a: Uso occasionalmente alcuni strumenti di IA per compiti semplici e ne comprendo le funzioni di base.,Qualche volta a settimana,"Scrivere/abbozzare testi (email, saggi, relazioni), Risolvere problemi matematici/logici o programmare, Aiuto con i compiti / Pianificazione delle lezioni",Esamino l’output generato dall’IA per identificare potenziali errori e rifinire il testo ove necessario.,L’IA ha prodotto un risultato molto migliore di quanto avrei potuto fare io.,È un enorme risparmio di tempo.,Una quantità moderata di tempo (chiedo qualche aggiustamento o perfezionamento).,Molto sicuro/a,Mi fido completamente e le uso così come sono.,"Sì, occasionalmente.","No, mai.",Diffidenza,Aspetti che diventi diffusa e che la maggior parte delle persone la utilizzi.,Qualche volta a settimana,Un motore di ricerca intelligente (per trovare informazioni in modo rapido e preciso).,Sono d’accordo,Abbastanza in disaccordo,Abbastanza d'accordo,Abbastanza in disaccordo,Abbastanza d'accordo,Completamente in disaccordo,Abbastanza in disaccordo,Leggermente preoccupato/a,Molto preoccupato/a,Moderatamente preoccupato/a,Leggermente preoccupato/a,Leggermente preoccupato/a,Non sono d'accordo,Abbastanza in disaccordo,Abbastanza d'accordo,Abbastanza d'accordo,Abbastanza d'accordo,Completamente in disaccordo
30/03/2026 12:26:05,Italia,Uomo,2° anno,3 - Intermedio/a: Uso occasionalmente alcuni strumenti di IA per compiti semplici e ne comprendo le funzioni di base.,Ogni giorno,"Tradurre testi o imparare una lingua, Risolvere problemi matematici/logici o programmare, Generare immagini o presentazioni",Lo uso come bozza o ispirazione e lo riscrivo in modo significativo.,"Il mio lavoro originale sarebbe stato migliore, ma l’IA è stata più veloce.",È un enorme risparmio di tempo.,Una quantità moderata di tempo (chiedo qualche aggiustamento o perfezionamento).,Molto sicuro/a,Chiedo all’IA stessa se è sicura della risposta.,"Sì, occasionalmente.","Sì, occasionalmente.",Speranza,Aspetti che diventi diffusa e che la maggior parte delle persone la utilizzi.,Raramente,Una scorciatoia (per fare il lavoro pesante o svolgere i miei compiti al posto mio).,Sono d’accordo,Abbastanza d'accordo,Abbastanza in disaccordo,Abbastanza in disaccordo,Completamente d'accordo,Completamente in disaccordo,Completamente in disaccordo,Per niente preoccupato/a,Per niente preoccupato/a,Molto preoccupato/a,Moderatamente preoccupato/a,Leggermente preoccupato/a,Non sono d'accordo,Abbastanza d'accordo,Abbastanza in disaccordo,Completamente in disaccordo,Completamente d'accordo,Abbastanza d'accordo
30/03/2026 12:23:22,Italia,Non binario,2° anno,3 - Intermedio/a: Uso occasionalmente alcuni strumenti di IA per compiti semplici e ne comprendo le funzioni di base.,Qualche volta al mese,Aiuto con i compiti / Pianificazione delle lezioni,Lo uso come bozza o ispirazione e lo riscrivo in modo significativo.,"Il mio lavoro originale sarebbe stato migliore, ma l’IA è stata più veloce.",È una perdita di tempo (passo più tempo a fare prompt e correggere che a farlo da solo/a).,"Una quantità significativa di tempo (mi impegno in lunghe conversazioni, facendo diverse revisioni finché l’output è perfetto).",Abbastanza sicuro/a,Verifico sistematicamente fonti primarie e autorevoli per confermare i dati.,"Sì, frequentemente.","Sì, frequentemente.","Scetticismo, Diffidenza",La usi solo se è strettamente necessaria per la scuola.,Raramente,Un assistente/collaboratore creativo (per fare brainstorming e co-creare).,Sono d’accordo,Completamente in disaccordo,Completamente in disaccordo,Abbastanza in disaccordo,Completamente in disaccordo,Abbastanza in disaccordo,Completamente in disaccordo,Molto preoccupato/a,Molto preoccupato/a,Estremamente preoccupato/a,Estremamente preoccupato/a,Molto preoccupato/a,Sono d'accordo,Abbastanza in disaccordo,Completamente in disaccordo,Abbastanza d'accordo,Abbastanza in disaccordo,Completamente in disaccordo
30/03/2026 11:48:57,Italia,Donna,1° anno,"4 - Avanzato/a: Uso regolarmente strumenti di IA per vari compiti e ho una buona comprensione delle loro capacità, limiti e potenziali bias.",Qualche volta a settimana,"Riassumere documenti o articoli lunghi, Risolvere problemi matematici/logici o programmare, Aiuto con i compiti / Pianificazione delle lezioni","Lo leggo per verificare eventuali errori gravi, ma lo mantengo per lo più invariato.","Il mio lavoro originale sarebbe stato migliore, ma l’IA è stata più veloce.","Arricchisce il mio lavoro (mi dà idee che non avrei avuto), ma richiede più o meno lo stesso tempo.","Una quantità significativa di tempo (mi impegno in lunghe conversazioni, facendo diverse revisioni finché l’output è perfetto).",Non molto sicuro/a,"Faccio una ricerca rapida (es. Google, Wikipedia) per verificarle.","Sì, occasionalmente.","Sì, occasionalmente.",Curiosità,Aspetti che diventi diffusa e che la maggior parte delle persone la utilizzi.,Qualche volta a settimana,Un tutor/mentore personale (per spiegare concetti e aiutarmi ad apprendere).,Sono d’accordo,Abbastanza in disaccordo,Abbastanza in disaccordo,Completamente in disaccordo,Abbastanza in disaccordo,Completamente in disaccordo,Completamente in disaccordo,Leggermente preoccupato/a,Molto preoccupato/a,Molto preoccupato/a,Moderatamente preoccupato/a,Per niente preoccupato/a,Sono d'accordo,Completamente in disaccordo,Abbastanza d'accordo,Abbastanza in disaccordo,Abbastanza d'accordo,Completamente in disaccordo
30/03/2026 11:42:15,Italia,Donna,1° anno,3 - Intermedio/a: Uso occasionalmente alcuni strumenti di IA per compiti semplici e ne comprendo le funzioni di base.,Qualche volta a settimana,"Fare brainstorming e trovare ispirazione, Riassumere documenti o articoli lunghi, Aiuto con i compiti / Pianificazione delle lezioni",Lo uso come bozza o ispirazione e lo riscrivo in modo significativo.,"Il mio lavoro originale sarebbe stato migliore, ma l’IA è stata più veloce.",È un enorme risparmio di tempo.,Una quantità moderata di tempo (chiedo qualche aggiustamento o perfezionamento).,Abbastanza sicuro/a,"Faccio una ricerca rapida (es. Google, Wikipedia) per verificarle.","Sì, occasionalmente.","Sì, occasionalmente.","Curiosità, Scetticismo, Diffidenza",La provi dopo aver sentito cose positive da amici o colleghi.,Qualche volta a settimana,Un tutor/mentore personale (per spiegare concetti e aiutarmi ad apprendere).,Non sono assolutamente d’accordo,Abbastanza d'accordo,Abbastanza in disaccordo,Abbastanza in disaccordo,Completamente in disaccordo,Completamente in disaccordo,Abbastanza in disaccordo,Moderatamente preoccupato/a,Leggermente preoccupato/a,Leggermente preoccupato/a,Moderatamente preoccupato/a,Moderatamente preoccupato/a,Non sono d'accordo,Abbastanza d'accordo,Abbastanza d'accordo,Completamente d'accordo,Abbastanza d'accordo,Abbastanza in disaccordo
30/03/2026 11:41:18,Italia,Donna,1° anno,"2 - Novizio/a: Conosco i concetti base e ho visto strumenti di IA, ma non li utilizzo personalmente o li utilizzo solo raramente.",Mai,"Tradurre testi o imparare una lingua, Non utilizzo strumenti di IA",Utilizzo l’IA solo per rivedere o correggere contenuti che ho scritto interamente da solo/a.,L’output dell’IA era scarso/errato e ho dovuto rifarlo quasi interamente.,Non ha un impatto significativo sul mio tempo o sullo sforzo.,Richiede così tanto tempo che a volte mi arrendo e faccio il lavoro da solo/a.,Non molto sicuro/a,"Faccio una ricerca rapida (es. Google, Wikipedia) per verificarle.","Sì, occasionalmente.","No, mai.","Ansia, Paura, Diffidenza",La usi solo se è strettamente necessaria per la scuola.,Raramente,Una scorciatoia (per fare il lavoro pesante o svolgere i miei compiti al posto mio).,Sono d’accordo,Completamente in disaccordo,Abbastanza d'accordo,Completamente in disaccordo,Completamente in disaccordo,Abbastanza in disaccordo,Abbastanza in disaccordo,Leggermente preoccupato/a,Molto preoccupato/a,Estremamente preoccupato/a,Estremamente preoccupato/a,Per niente preoccupato/a,Sono pienamente d’accordo,Completamente in disaccordo,Completamente in disaccordo,Completamente in disaccordo,Abbastanza in disaccordo,Completamente in disaccordo
